Trip_ID,Destination,State,Days,Travelers,Hotel_Type,Hotel_Cost,Food_Cost,Transport_Cost,Activity_Cost,Shopping_Cost,Season,Travel_Mode,Total_Expense
283,Delhi,Delhi,3,2,Budget,4500,5548,5294,2934,9449,Summer,Car,27725
284,Mumbai,Maharashtra,8,5,Luxury,104000,28333,1651,16000,1545,Summer,Bus,151529
285,Jaipur,Rajasthan,7,4,Standard,24500,20025,1540,3983,2700,Winter,Bus,52748
286,Goa,Goa,5,2,Budget,7500,7900,9232,2845,7948,Winter,Flight,35425
287,Manali,Himachal Pradesh,5,2,Standard,17500,7907,2162,9435,2943,Monsoon,Bus,39947
288,Agra,Uttar Pradesh,4,1,Luxury,52000,4160,9136,7220,5184,Summer,Flight,77700
289,Goa,Goa,5,2,Luxury,65000,7888,9831,7680,2387,Summer,Flight,92786
290,Udaipur,Rajasthan,3,6,Standard,10500,13342,9012,4977,8287,Summer,Flight,46118
291,Shimla,Himachal Pradesh,10,6,Premium,70000,43261,9658,17410,5748,Monsoon,Flight,146077
292,Shimla,Himachal Pradesh,7,4,Luxury,91000,20859,5092,8526,6645,Winter,Car,132122
293,Agra,Uttar Pradesh,2,5,Budget,3000,7270,5711,1392,5318,Monsoon,Car,22691
294,Goa,Goa,2,2,Standard,7000,3207,5217,1696,8516,Summer,Car,25636
295,Shimla,Himachal Pradesh,2,3,Premium,14000,4272,3230,1126,7258,Summer,Train,29886
296,Jaipur,Rajasthan,3,6,Budget,4500,12991,9777,2049,4740,Summer,Flight,34057
297,Agra,Uttar Pradesh,4,3,Budget,6000,8657,9145,2356,5656,Summer,Flight,31814
298,Agra,Uttar Pradesh,6,3,Premium,42000,13523,9470,8520,6453,Winter,Flight,79966
299,Mumbai,Maharashtra,5,2,Budget,7500,7909,9280,9390,1990,Monsoon,Flight,36069
300,Mumbai,Maharashtra,6,5,Standard,21000,21168,5873,3654,2080,Winter,Car,53775
301,Goa,Goa,6,3,Budget,9000,13711,5931,4002,1183,Winter,Car,33827
302,Agra,Uttar Pradesh,9,1,Budget,13500,7753,9952,12546,1564,Monsoon,Flight,45315
303,Delhi,Delhi,5,5,Standard,17500,18432,9832,4860,5893,Monsoon,Flight,56517
304,Delhi,Delhi,9,5,Premium,63000,32362,1716,7245,1744,Summer,Bus,106067
305,Varanasi,Uttar Pradesh,4,5,Standard,14000,14870,5067,3296,5349,Monsoon,Car,42582
306,Mumbai,Maharashtra,6,2,Luxury,78000,8889,1501,11382,7202,Monsoon,Bus,106974
307,Mumbai,Maharashtra,5,6,Luxury,65000,21904,3355,7060,1563,Winter,Train,98882
308,Udaipur,Rajasthan,2,6,Premium,14000,8752,9168,3404,8731,Monsoon,Flight,44055
309,Goa,Goa,3,4,Premium,21000,9825,5459,5877,9996,Summer,Car,52157
310,Manali,Himachal Pradesh,9,6,Luxury,117000,39167,3829,14355,1836,Monsoon,Train,176187
311,Varanasi,Uttar Pradesh,5,4,Luxury,65000,14924,5531,2760,3506,Summer,Car,91721
312,Delhi,Delhi,5,5,Premium,35000,18718,3454,4995,2443,Winter,Train,64610
313,Jaipur,Rajasthan,7,5,Standard,24500,25195,3712,5040,4554,Monsoon,Train,63001
314,Varanasi,Uttar Pradesh,8,2,Premium,56000,12414,5184,11840,3793,Winter,Car,89231
315,Delhi,Delhi,4,3,Premium,28000,9052,5664,2500,1868,Monsoon,Car,47084
316,Manali,Himachal Pradesh,9,2,Standard,31500,13467,9182,7686,1473,Summer,Flight,63308
317,Mumbai,Maharashtra,3,6,Budget,4500,13942,1723,3060,4869,Winter,Bus,28094
318,Jaipur,Rajasthan,8,2,Luxury,104000,11548,9120,11728,9100,Summer,Flight,145496
319,Mumbai,Maharashtra,3,6,Budget,4500,13949,3205,1779,1048,Monsoon,Train,24481
320,Varanasi,Uttar Pradesh,7,5,Premium,49000,25971,5682,10388,9215,Monsoon,Car,100256
321,Delhi,Delhi,4,3,Premium,28000,9150,9228,6992,372,Winter,Flight,53742
322,Mysore,Karnataka,3,3,Standard,10500,7453,1874,2685,9350,Monsoon,Bus,31862
323,Goa,Goa,4,4,Premium,28000,11657,9912,7788,3169,Winter,Flight,60526
324,Jaipur,Rajasthan,7,1,Standard,24500,5307,9867,9597,6280,Summer,Flight,55551
325,Shimla,Himachal Pradesh,9,3,Budget,13500,19764,3750,11529,980,Monsoon,Train,49523
326,Varanasi,Uttar Pradesh,8,2,Standard,28000,12024,3270,11832,4025,Summer,Train,59151
327,Agra,Uttar Pradesh,4,2,Premium,28000,6058,2053,6616,985,Winter,Bus,43712
328,Agra,Uttar Pradesh,2,6,Budget,3000,9103,2263,3670,8172,Summer,Bus,26208
329,Shimla,Himachal Pradesh,4,6,Standard,14000,16809,1925,5580,4837,Monsoon,Bus,43151
330,Delhi,Delhi,10,1,Budget,15000,8365,2374,14690,4414,Monsoon,Bus,44843
331,Mysore,Karnataka,6,5,Standard,21000,21691,3164,7932,6883,Summer,Train,60670
332,Mysore,Karnataka,3,4,Standard,10500,8564,5428,2322,940,Summer,Car,27754
333,Manali,Himachal Pradesh,2,1,Premium,14000,2695,3968,1164,7847,Winter,Train,29674
334,Shimla,Himachal Pradesh,5,6,Premium,35000,21924,3896,3465,9924,Winter,Train,74209
335,Agra,Uttar Pradesh,2,4,Luxury,26000,5840,9670,2966,1256,Summer,Flight,45732
336,Shimla,Himachal Pradesh,10,1,Premium,70000,7074,9920,16400,4967,Monsoon,Flight,108361
337,Goa,Goa,4,6,Budget,6000,16891,9949,7868,3187,Summer,Flight,43895
338,Jaipur,Rajasthan,8,3,Luxury,104000,17583,9209,8984,3093,Monsoon,Flight,142869
339,Manali,Himachal Pradesh,7,1,Budget,10500,6355,3555,8092,2137,Winter,Train,30639
340,Delhi,Delhi,4,4,Luxury,52000,12246,9494,7040,1474,Monsoon,Flight,82254
341,Manali,Himachal Pradesh,8,4,Premium,56000,22973,3273,4704,1155,Monsoon,Train,88105
342,Mysore,Karnataka,8,2,Budget,12000,11929,3404,8648,9929,Summer,Train,45910
343,Manali,Himachal Pradesh,3,1,Premium,21000,3383,3421,3309,5468,Monsoon,Train,36581
344,Shimla,Himachal Pradesh,9,6,Standard,31500,39062,1710,15336,1694,Winter,Bus,89302
345,Varanasi,Uttar Pradesh,2,2,Luxury,26000,2851,5241,2162,3610,Summer,Car,39864
346,Shimla,Himachal Pradesh,5,4,Standard,17500,14517,9308,9855,9215,Monsoon,Flight,60395
347,Shimla,Himachal Pradesh,8,6,Standard,28000,34711,5224,15032,8816,Winter,Car,91783
348,Agra,Uttar Pradesh,3,6,Luxury,39000,13221,1923,3879,2242,Monsoon,Bus,60265
349,Jaipur,Rajasthan,10,4,Standard,35000,28643,9640,15910,6308,Monsoon,Flight,95501
350,Delhi,Delhi,10,3,Standard,35000,21070,1751,10620,1803,Monsoon,Bus,70244
351,Delhi,Delhi,10,4,Standard,35000,28677,3734,14010,6143,Winter,Train,87564
352,Udaipur,Rajasthan,5,2,Standard,17500,7333,9561,5815,8363,Winter,Flight,48572
353,Jaipur,Rajasthan,9,3,Luxury,117000,19775,5569,7965,9622,Winter,Car,159931
354,Shimla,Himachal Pradesh,3,6,Standard,10500,12713,1896,3429,9831,Monsoon,Bus,38369
355,Shimla,Himachal Pradesh,6,1,Luxury,78000,4813,9609,6006,744,Winter,Flight,99172
356,Mysore,Karnataka,5,2,Luxury,65000,7696,3847,6545,4056,Summer,Train,87144
357,Agra,Uttar Pradesh,10,5,Standard,35000,35834,5246,15330,310,Winter,Car,91720
358,Delhi,Delhi,6,2,Premium,42000,9733,3307,8778,8975,Monsoon,Train,72793
359,Udaipur,Rajasthan,9,2,Budget,13500,13249,3311,5796,8880,Winter,Train,44736
360,Udaipur,Rajasthan,5,4,Budget,7500,15175,3393,8935,1724,Monsoon,Train,36727
361,Mumbai,Maharashtra,9,6,Standard,31500,38051,9020,13149,7333,Winter,Flight,99053
362,Mysore,Karnataka,9,5,Luxury,117000,32688,2251,13698,2859,Summer,Bus,168496
363,Udaipur,Rajasthan,5,2,Budget,7500,8033,5744,5015,8343,Monsoon,Car,34635
364,Delhi,Delhi,3,3,Premium,21000,6458,5052,5709,1335,Winter,Car,39554
365,Mumbai,Maharashtra,8,5,Budget,12000,28090,9489,11640,9580,Winter,Flight,70799
366,Goa,Goa,3,6,Luxury,39000,13609,5040,3105,3672,Monsoon,Car,64426
367,Jaipur,Rajasthan,8,5,Premium,56000,28851,9814,14416,8484,Summer,Flight,117565
368,Mysore,Karnataka,10,4,Premium,70000,28305,2041,6300,3462,Monsoon,Bus,110108
369,Goa,Goa,8,4,Standard,28000,23024,2418,9752,1190,Summer,Bus,64384
370,Manali,Himachal Pradesh,4,5,Premium,28000,14176,3973,2136,5435,Summer,Train,53720
371,Shimla,Himachal Pradesh,5,3,Premium,35000,11711,5077,4170,7340,Summer,Car,63298
372,Goa,Goa,4,6,Luxury,52000,17113,9058,7512,5690,Monsoon,Flight,91373
373,Goa,Goa,8,1,Standard,28000,6670,3282,4488,2021,Summer,Train,44461
374,Shimla,Himachal Pradesh,8,4,Luxury,104000,23555,1505,14568,5873,Winter,Bus,149501
375,Mumbai,Maharashtra,10,5,Premium,70000,35907,9169,18650,6376,Monsoon,Flight,140102
376,Manali,Himachal Pradesh,10,6,Budget,15000,42569,2464,18820,8438,Winter,Bus,87291
377,Shimla,Himachal Pradesh,10,3,Budget,15000,21559,5857,18370,194,Summer,Car,60980
378,Udaipur,Rajasthan,9,6,Luxury,117000,37893,2295,16911,4556,Monsoon,Bus,178655
379,Udaipur,Rajasthan,10,3,Luxury,130000,21189,5716,18330,7326,Winter,Car,182561
380,Udaipur,Rajasthan,7,5,Luxury,91000,24710,3532,10227,4350,Monsoon,Train,133819
381,Agra,Uttar Pradesh,8,1,Standard,28000,6725,3306,10376,7594,Summer,Train,56001
382,Shimla,Himachal Pradesh,9,2,Premium,63000,13442,5272,12402,9953,Winter,Car,104069
383,Shimla,Himachal Pradesh,6,6,Luxury,78000,25630,5636,8064,9329,Winter,Car,126659
384,Delhi,Delhi,6,1,Budget,9000,4861,9833,5814,1382,Summer,Flight,30890
385,Agra,Uttar Pradesh,3,1,Standard,10500,2778,9957,5439,6912,Monsoon,Flight,35586
386,Mysore,Karnataka,9,5,Budget,13500,31779,5841,10944,2575,Summer,Car,64639
387,Jaipur,Rajasthan,5,2,Budget,7500,8404,2270,8850,4511,Winter,Bus,31535
388,Jaipur,Rajasthan,4,6,Premium,28000,16848,5058,7784,8974,Summer,Car,66664
389,Shimla,Himachal Pradesh,8,5,Budget,12000,28502,5800,15304,5379,Summer,Car,66985
390,Delhi,Delhi,6,2,Luxury,78000,8671,1966,6222,6321,Summer,Bus,101180
391,Manali,Himachal Pradesh,7,2,Budget,10500,10730,1530,10997,4331,Summer,Bus,38088
392,Mysore,Karnataka,3,4,Budget,4500,9837,9400,2409,1096,Monsoon,Flight,27242
393,Mumbai,Maharashtra,5,3,Luxury,65000,11417,9281,5770,3800,Summer,Flight,95268
394,Agra,Uttar Pradesh,2,5,Premium,14000,8063,3407,1582,1303,Monsoon,Train,28355
395,Shimla,Himachal Pradesh,8,3,Budget,12000,17427,3711,12232,1558,Summer,Train,46928
396,Delhi,Delhi,2,4,Standard,7000,6610,1830,1262,1822,Winter,Bus,18524
397,Udaipur,Rajasthan,6,6,Premium,42000,25378,1531,11586,8043,Winter,Bus,88538
398,Mumbai,Maharashtra,10,6,Premium,70000,43307,5477,12190,9551,Monsoon,Car,140525
399,Varanasi,Uttar Pradesh,10,1,Budget,15000,8171,3314,5520,6989,Monsoon,Train,38994
400,Varanasi,Uttar Pradesh,2,5,Budget,3000,8218,5121,1096,1167,Summer,Car,18602
401,Goa,Goa,2,4,Budget,3000,6772,5022,3276,7453,Winter,Car,25523
402,Mumbai,Maharashtra,4,2,Standard,14000,6843,3717,7136,5828,Monsoon,Train,37524
403,Udaipur,Rajasthan,10,2,Standard,35000,14999,5234,10120,9277,Winter,Car,74630
404,Delhi,Delhi,6,6,Budget,9000,25227,1896,3204,9290,Monsoon,Bus,48617
405,Jaipur,Rajasthan,9,5,Premium,63000,31637,5255,12960,7599,Winter,Car,120451
406,Jaipur,Rajasthan,6,3,Luxury,78000,13786,1571,6156,9785,Summer,Bus,109298
407,Jaipur,Rajasthan,10,5,Premium,70000,36497,3142,9060,1926,Monsoon,Train,120625
408,Manali,Himachal Pradesh,8,2,Luxury,104000,11261,2015,10112,3103,Monsoon,Bus,130491
409,Mysore,Karnataka,6,4,Luxury,78000,17991,1854,6378,4554,Winter,Bus,108777
410,Mysore,Karnataka,5,2,Luxury,65000,8056,9375,6955,7432,Winter,Flight,96818
411,Mysore,Karnataka,7,2,Standard,24500,11178,9168,10703,8605,Monsoon,Flight,64154
412,Jaipur,Rajasthan,4,1,Budget,6000,3459,5910,6348,362,Summer,Car,22079
413,Delhi,Delhi,9,3,Budget,13500,19058,3398,17496,8916,Summer,Train,62368
414,Varanasi,Uttar Pradesh,5,5,Budget,7500,17820,3366,7120,6475,Monsoon,Train,42281
415,Jaipur,Rajasthan,3,2,Standard,10500,4898,5489,2445,8259,Winter,Car,31591
416,Manali,Himachal Pradesh,9,3,Luxury,117000,19284,2227,10395,4895,Summer,Bus,153801
417,Goa,Goa,3,1,Standard,10500,3188,5164,5232,3999,Summer,Car,28083
418,Manali,Himachal Pradesh,8,1,Standard,28000,6694,2059,12592,2551,Summer,Bus,51896
419,Varanasi,Uttar Pradesh,9,6,Standard,31500,38401,3585,9585,6444,Monsoon,Train,89515
420,Agra,Uttar Pradesh,7,6,Premium,49000,30525,9492,3829,7431,Winter,Flight,100277
421,Udaipur,Rajasthan,3,3,Standard,10500,6904,3613,2952,4304,Summer,Train,28273
422,Varanasi,Uttar Pradesh,6,1,Premium,42000,5359,1852,5712,2402,Summer,Bus,57325
423,Agra,Uttar Pradesh,8,1,Budget,12000,5704,3714,9152,1672,Monsoon,Train,32242
424,Manali,Himachal Pradesh,4,5,Premium,28000,15073,5733,4100,730,Monsoon,Car,53636
425,Agra,Uttar Pradesh,2,1,Budget,3000,1587,3026,3042,7580,Summer,Train,18235
426,Jaipur,Rajasthan,4,6,Premium,28000,18225,5942,3832,5475,Summer,Car,61474
427,Goa,Goa,8,5,Luxury,104000,28360,9434,12848,4975,Winter,Flight,159617
428,Varanasi,Uttar Pradesh,3,1,Premium,21000,2284,1838,3516,500,Monsoon,Bus,29138
429,Udaipur,Rajasthan,3,4,Premium,21000,9753,5528,2772,6804,Monsoon,Car,45857
430,Varanasi,Uttar Pradesh,9,5,Budget,13500,31714,3297,7740,4547,Summer,Train,60798
431,Jaipur,Rajasthan,10,4,Standard,35000,28820,9335,17860,2083,Winter,Flight,93098
432,Manali,Himachal Pradesh,2,3,Premium,14000,4886,1698,1408,6693,Winter,Bus,28685
433,Udaipur,Rajasthan,5,3,Standard,17500,10707,5780,6340,2736,Monsoon,Car,43063
434,Shimla,Himachal Pradesh,3,1,Budget,4500,2244,9522,4212,4949,Monsoon,Flight,25427
435,Mysore,Karnataka,9,1,Premium,63000,7349,5823,7371,4130,Monsoon,Car,87673
436,Manali,Himachal Pradesh,10,3,Standard,35000,22060,3584,12910,2386,Winter,Train,75940
437,Agra,Uttar Pradesh,10,3,Luxury,130000,22182,1902,6950,8117,Monsoon,Bus,169151
438,Delhi,Delhi,6,2,Premium,42000,9640,9399,9594,9853,Summer,Flight,80486
439,Manali,Himachal Pradesh,8,4,Luxury,104000,22579,3818,12536,203,Monsoon,Train,143136
440,Agra,Uttar Pradesh,5,2,Budget,7500,7018,3237,3050,8406,Winter,Train,29211
441,Jaipur,Rajasthan,10,5,Luxury,130000,36461,9467,7600,8463,Summer,Flight,191991
442,Mysore,Karnataka,5,3,Luxury,65000,11521,3066,5000,186,Summer,Train,84773
443,Delhi,Delhi,2,3,Standard,7000,5276,9576,1182,8892,Winter,Flight,31926
444,Delhi,Delhi,5,2,Premium,35000,7563,2438,5815,9361,Monsoon,Bus,60177
445,Mumbai,Maharashtra,8,4,Standard,28000,23669,9284,9840,131,Winter,Flight,70924
446,Mumbai,Maharashtra,4,1,Budget,6000,3188,5148,6972,8405,Monsoon,Car,29713
447,Varanasi,Uttar Pradesh,10,4,Standard,35000,28738,9526,18510,1790,Summer,Flight,93564
448,Jaipur,Rajasthan,6,1,Standard,21000,4444,9993,6168,3441,Winter,Flight,45046
449,Varanasi,Uttar Pradesh,6,2,Standard,21000,9031,2009,10938,8999,Summer,Bus,51977
450,Delhi,Delhi,2,3,Standard,7000,5211,1664,1478,467,Summer,Bus,15820
451,Mumbai,Maharashtra,10,3,Budget,15000,21489,5181,15320,2280,Monsoon,Car,59270
452,Goa,Goa,8,4,Budget,12000,22853,1906,7816,6561,Winter,Bus,51136
453,Mumbai,Maharashtra,8,1,Premium,56000,6391,1650,9840,8482,Winter,Bus,82363
454,Udaipur,Rajasthan,10,6,Luxury,130000,42565,5936,11700,9747,Winter,Car,199948
455,Jaipur,Rajasthan,2,3,Budget,3000,5611,1792,3406,9997,Winter,Bus,23806
456,Shimla,Himachal Pradesh,8,2,Premium,56000,12306,5290,12320,3264,Summer,Car,89180
457,Udaipur,Rajasthan,8,6,Budget,12000,33766,2446,4000,4270,Winter,Bus,56482
458,Delhi,Delhi,8,5,Premium,56000,29147,5308,14856,2539,Winter,Car,107850
459,Udaipur,Rajasthan,9,6,Luxury,117000,39258,5681,10494,8073,Summer,Car,180506
460,Shimla,Himachal Pradesh,4,1,Premium,28000,4206,9841,2152,8325,Summer,Flight,52524
461,Jaipur,Rajasthan,6,6,Budget,9000,25265,3240,11346,3121,Summer,Train,51972
462,Mumbai,Maharashtra,8,5,Standard,28000,29196,3493,10104,9969,Summer,Train,80762
463,Varanasi,Uttar Pradesh,6,1,Luxury,78000,4604,5464,7248,4931,Monsoon,Car,100247
464,Goa,Goa,7,4,Standard,24500,19799,2081,8736,8765,Monsoon,Bus,63881
465,Delhi,Delhi,10,6,Luxury,130000,42792,2484,19480,5687,Winter,Bus,200443
466,Agra,Uttar Pradesh,9,1,Budget,13500,7439,9708,5796,4131,Summer,Flight,40574
467,Mumbai,Maharashtra,7,2,Budget,10500,10165,3905,6412,4369,Monsoon,Train,35351
468,Mumbai,Maharashtra,8,6,Budget,12000,34747,1661,15528,3402,Monsoon,Bus,67338
469,Mumbai,Maharashtra,8,6,Budget,12000,33843,9342,9056,4137,Monsoon,Flight,68378
470,Manali,Himachal Pradesh,9,1,Budget,13500,7597,3469,6111,1771,Winter,Train,32448
471,Delhi,Delhi,4,6,Premium,28000,17704,5815,2108,1485,Summer,Car,55112
472,Udaipur,Rajasthan,10,6,Standard,35000,43411,3689,16110,3383,Winter,Train,101593
473,Agra,Uttar Pradesh,7,5,Premium,49000,25361,2387,6958,3473,Winter,Bus,87179
474,Delhi,Delhi,6,4,Premium,42000,18047,3835,9114,6148,Summer,Train,79144
475,Shimla,Himachal Pradesh,7,5,Budget,10500,25830,9393,4809,4504,Summer,Flight,55036
476,Mysore,Karnataka,6,2,Budget,9000,8463,1720,10722,1260,Summer,Bus,31165
477,Delhi,Delhi,5,1,Luxury,65000,4422,9509,4145,9518,Monsoon,Flight,92594
478,Varanasi,Uttar Pradesh,10,6,Premium,70000,42021,9775,16870,2306,Winter,Flight,140972
479,Jaipur,Rajasthan,10,3,Budget,15000,21741,3045,19550,1992,Winter,Train,61328
480,Udaipur,Rajasthan,6,3,Standard,21000,13516,9622,3276,3347,Summer,Flight,50761
481,Varanasi,Uttar Pradesh,5,1,Standard,17500,4811,1653,9865,1599,Winter,Bus,35428
482,Mumbai,Maharashtra,9,2,Standard,31500,12679,9163,9648,912,Summer,Flight,63902
483,Shimla,Himachal Pradesh,6,6,Standard,21000,26637,1786,9162,7582,Summer,Bus,66167
484,Jaipur,Rajasthan,10,3,Standard,35000,21756,5644,11020,6187,Winter,Car,79607
485,Shimla,Himachal Pradesh,5,2,Budget,7500,8188,1855,4425,240,Summer,Bus,22208
486,Agra,Uttar Pradesh,7,1,Premium,49000,5746,3663,6545,8842,Summer,Train,73796
487,Jaipur,Rajasthan,3,2,Standard,10500,5649,9319,5712,1410,Summer,Flight,32590
488,Shimla,Himachal Pradesh,6,5,Budget,9000,21051,5557,7926,2625,Winter,Car,46159
489,Delhi,Delhi,6,2,Premium,42000,9250,1958,10320,1326,Monsoon,Bus,64854
490,Mumbai,Maharashtra,9,1,Budget,13500,6727,5284,13563,4016,Winter,Car,43090
491,Delhi,Delhi,5,5,Premium,35000,18421,9082,3720,9969,Winter,Flight,76192
492,Goa,Goa,7,2,Luxury,91000,10804,9064,10563,9646,Winter,Flight,131077
493,Agra,Uttar Pradesh,10,4,Premium,70000,28739,3318,15040,7284,Summer,Train,124381
494,Shimla,Himachal Pradesh,4,4,Standard,14000,12483,9228,7240,2261,Winter,Flight,45212
495,Varanasi,Uttar Pradesh,8,5,Luxury,104000,29074,3780,5296,3817,Winter,Train,145967
496,Jaipur,Rajasthan,10,3,Budget,15000,21226,2427,14810,2115,Monsoon,Bus,55578
497,Shimla,Himachal Pradesh,4,3,Budget,6000,9450,2038,4132,9023,Winter,Bus,30643
498,Mysore,Karnataka,2,4,Standard,7000,5995,5129,3206,5518,Monsoon,Car,26848
499,Mumbai,Maharashtra,8,1,Standard,28000,6342,3647,11512,4311,Winter,Train,53812
500,Udaipur,Rajasthan,3,2,Budget,4500,5662,2167,1788,9991,Summer,Bus,24108
501,Mumbai,Maharashtra,3,4,Luxury,39000,9062,9598,2859,1812,Summer,Flight,62331
502,Shimla,Himachal Pradesh,9,3,Luxury,117000,19255,3580,15939,3873,Monsoon,Train,159647
503,Manali,Himachal Pradesh,10,2,Budget,15000,15316,9228,9290,673,Summer,Flight,49507
504,Agra,Uttar Pradesh,8,6,Standard,28000,34337,3365,7480,8405,Monsoon,Train,81587
505,Udaipur,Rajasthan,6,1,Premium,42000,5115,9785,7206,7059,Monsoon,Flight,71165
506,Jaipur,Rajasthan,3,3,Luxury,39000,7586,1901,3804,4439,Monsoon,Bus,56730
507,Delhi,Delhi,8,5,Luxury,104000,28407,2247,14672,287,Winter,Bus,149613
508,Manali,Himachal Pradesh,4,3,Premium,28000,9387,9611,2584,8963,Monsoon,Flight,58545
509,Manali,Himachal Pradesh,2,1,Luxury,26000,2185,2220,3998,9218,Summer,Bus,43621
510,Mumbai,Maharashtra,6,5,Luxury,78000,21441,5886,9288,1872,Summer,Car,116487
511,Manali,Himachal Pradesh,2,3,Budget,3000,5305,9364,1672,2854,Monsoon,Flight,22195
512,Agra,Uttar Pradesh,2,1,Premium,14000,1594,1979,2400,8283,Summer,Bus,28256
513,Jaipur,Rajasthan,4,3,Luxury,52000,9662,9873,2772,8971,Winter,Flight,83278
514,Udaipur,Rajasthan,8,2,Budget,12000,12457,3533,12616,7724,Monsoon,Train,48330
515,Agra,Uttar Pradesh,3,3,Budget,4500,7700,3441,4608,5408,Winter,Train,25657
516,Varanasi,Uttar Pradesh,4,2,Luxury,52000,5887,2398,5640,8442,Monsoon,Bus,74367
517,Goa,Goa,9,6,Budget,13500,38533,9313,15498,9415,Monsoon,Flight,86259
518,Goa,Goa,5,5,Standard,17500,18109,5924,3960,5598,Winter,Car,51091
519,Shimla,Himachal Pradesh,4,5,Standard,14000,14613,1613,6820,6194,Monsoon,Bus,43240
520,Agra,Uttar Pradesh,4,4,Premium,28000,11602,9152,2744,2332,Monsoon,Flight,53830
521,Udaipur,Rajasthan,6,2,Premium,42000,8576,5801,9240,8506,Monsoon,Car,74123
522,Jaipur,Rajasthan,4,5,Standard,14000,14946,5204,6044,1783,Summer,Car,41977
523,Jaipur,Rajasthan,8,4,Premium,56000,23025,5843,8560,857,Winter,Car,94285
524,Udaipur,Rajasthan,4,5,Premium,28000,14670,5260,6008,2013,Summer,Car,55951
525,Manali,Himachal Pradesh,6,3,Premium,42000,12956,9707,7584,9129,Summer,Flight,81376
526,Mysore,Karnataka,8,6,Budget,12000,33641,9310,10144,5319,Monsoon,Flight,70414
527,Delhi,Delhi,4,5,Standard,14000,15463,9258,5996,5409,Winter,Flight,50126
528,Varanasi,Uttar Pradesh,8,5,Premium,56000,29043,2161,12992,4341,Monsoon,Bus,104537
529,Agra,Uttar Pradesh,6,6,Luxury,78000,26330,9696,10236,5789,Summer,Flight,130051
530,Jaipur,Rajasthan,9,1,Standard,31500,6445,1993,11844,431,Monsoon,Bus,52213
531,Varanasi,Uttar Pradesh,9,5,Budget,13500,32556,3366,15138,720,Summer,Train,65280
532,Udaipur,Rajasthan,2,5,Luxury,26000,7539,3481,3656,2787,Winter,Train,43463
533,Agra,Uttar Pradesh,2,1,Standard,7000,1578,1896,1570,5416,Winter,Bus,17460
534,Varanasi,Uttar Pradesh,10,5,Premium,70000,35027,1659,10960,9744,Winter,Bus,127390
535,Shimla,Himachal Pradesh,7,4,Luxury,91000,19661,9779,3941,7136,Winter,Flight,131517
536,Varanasi,Uttar Pradesh,7,5,Standard,24500,25216,5717,13944,9053,Monsoon,Car,78430
537,Delhi,Delhi,9,3,Budget,13500,20240,2389,6813,9452,Winter,Bus,52394
538,Delhi,Delhi,7,6,Standard,24500,29520,9591,12845,9987,Monsoon,Flight,86443
539,Delhi,Delhi,4,1,Luxury,52000,3784,5474,6016,8660,Summer,Car,75934
540,Goa,Goa,2,5,Luxury,26000,7478,3230,3010,1947,Summer,Train,41665
541,Jaipur,Rajasthan,3,3,Budget,4500,7541,5835,3249,2592,Winter,Car,23717
542,Agra,Uttar Pradesh,9,4,Standard,31500,25981,5733,8694,3938,Monsoon,Car,75846
543,Udaipur,Rajasthan,6,2,Luxury,78000,9273,9631,5322,9357,Summer,Flight,111583
544,Goa,Goa,5,4,Standard,17500,15306,9635,8275,7500,Monsoon,Flight,58216
545,Mumbai,Maharashtra,6,5,Budget,9000,21737,3391,5130,8484,Monsoon,Train,47742
546,Goa,Goa,8,2,Luxury,104000,11798,2039,12656,4163,Monsoon,Bus,134656
547,Manali,Himachal Pradesh,10,6,Standard,35000,42414,9013,6640,7503,Summer,Flight,100570
548,Shimla,Himachal Pradesh,10,6,Budget,15000,43478,2263,17010,954,Monsoon,Bus,78705
549,Manali,Himachal Pradesh,2,1,Standard,7000,2678,2333,1464,2311,Winter,Bus,15786
550,Shimla,Himachal Pradesh,10,3,Budget,15000,22211,5967,11250,9442,Summer,Car,63870
551,Jaipur,Rajasthan,3,2,Standard,10500,4371,1912,4827,9587,Summer,Bus,31197
552,Shimla,Himachal Pradesh,3,2,Standard,10500,5532,3972,4293,7451,Monsoon,Train,31748
553,Jaipur,Rajasthan,6,3,Luxury,78000,13269,1557,8364,1479,Winter,Bus,102669
554,Agra,Uttar Pradesh,2,6,Luxury,26000,9373,1585,3542,4315,Winter,Bus,44815
555,Delhi,Delhi,3,1,Premium,21000,2557,9948,2490,4308,Summer,Flight,40303
556,Jaipur,Rajasthan,2,6,Budget,3000,9134,3606,1364,6715,Monsoon,Train,23819
557,Shimla,Himachal Pradesh,2,2,Standard,7000,3149,3856,1584,520,Summer,Train,16109
558,Goa,Goa,8,4,Premium,56000,23608,1520,4504,6057,Winter,Bus,91689
559,Shimla,Himachal Pradesh,5,3,Luxury,65000,10573,3285,5860,6753,Winter,Train,91471
560,Mysore,Karnataka,3,5,Premium,21000,10926,2096,3378,2433,Winter,Bus,39833
561,Udaipur,Rajasthan,7,3,Luxury,91000,14917,1715,13377,6554,Summer,Bus,127563
562,Shimla,Himachal Pradesh,4,4,Luxury,52000,11558,9845,3728,721,Summer,Flight,77852
563,Jaipur,Rajasthan,4,4,Luxury,52000,12305,9178,5920,723,Monsoon,Flight,80126
564,Goa,Goa,3,6,Luxury,39000,13297,9407,2199,5009,Summer,Flight,68912
